PMC1287824	M05000	140	163	AmpliTaq DNA polymerase
PMC5994036	D01002	46	54	arginase
PMC5994036	D01003	72	80	arginase
PMC5994036	D01004	0	9	Arginases
PMC5994036	D01005	45	53	arginase
PMC5994036	D02000	52	60	arginase
PMC5994036	I01000	38	59	nitric oxide synthase
PMC5994036	I01001	0	3	NOS
PMC5994036	I01002	9	17	arginase
PMC5994036	M02000	19	27	arginase
PMC5994036	M02001	7	15	arginase
PMC5994036	R05000	19	27	arginase
PMC5994036	R06000	35	43	arginase
PMC5994036	R06001	24	32	arginase
PMC6023477	R14000	245	271	anaplastic lymphoma kinase
PMC6031810	I01000	47	72	matrix metalloproteinases
PMC6058984	D05000	32	55	histidine ammonia lyase
PMC6075359	D00000	127	132	FADS2
PMC6075359	D01000	28	56	serine/threonine phosphatase
PMC6075359	D01001	39	42	PP1
PMC6075359	D14000	105	110	FADS2
PMC6075359	R01000	51	74	fatty acid desaturase 2
PMC6075359	R01001	35	56	protein phosphatase 1
PMC6075359	R04000	5	10	FADS2
PMC6075359	R12000	356	361	FADS2
PMC6075359	R15000	172	177	FADS2
PMC6086450	D03000	108	112	IDO1
PMC6086450	D03001	16	19	IDO
PMC6086450	D03002	4	7	IDO
PMC6086450	D05000	106	127	nitric oxide synthase
PMC6086450	R06000	69	98	indoleamine 2,3 dioxygenase-1
PMC6092577	M02000	139	163	alanine aminotransferase
PMC6142358	A02000	115	130	tyrosine kinase
PMC6142358	D01000	91	106	tyrosine kinase
PMC6142358	D03000	68	83	tyrosine kinase
PMC6142358	D08000	118	129	glucokinase
PMC6142358	D09000	0	11	Glucokinase
PMC6142358	R04000	147	162	tyrosine kinase
PMC6142358	R04001	116	127	glucokinase
PMC6150202	R14000	0	30	Thiopurine S-methyltransferase
PMC6150202	R14001	128	132	TPMT
PMC6193488	A03000	12	21	proteases
PMC6193488	A05000	26	35	proteases
PMC6193488	R114000	41	44	APC
PMC6193488	R114001	34	37	APC
PMC6193488	R115000	134	137	APC
PMC6193488	R140000	0	19	Activated protein C
PMC6193488	R161000	34	53	activated protein C
PMC6193488	R55000	379	387	protease
PMC6247389	A00000	0	13	Paraoxonase-1
PMC6247389	C00000	72	89	PON1-arylesterase
PMC6247389	C00001	141	145	PON1
PMC6247389	C00002	81	85	PON1
PMC6247389	C00003	64	68	PON1
PMC6247389	D00000	79	96	PON1-arylesterase
PMC6247389	D02000	131	135	PON1
PMC6247389	D02001	67	71	PON1
PMC6247389	D02002	183	187	PON1
PMC6247389	D02003	206	210	PON1
PMC6247389	D02004	15	19	PON1
PMC6247389	D03000	109	121	arylesterase
PMC6247389	D04000	96	103	Lp-PLA2
PMC6247389	D04001	17	24	Lp-PLA2
PMC6247389	D04002	50	57	Lp-PLA2
PMC6247389	D04003	92	99	Lp-PLA2
PMC6247389	D05000	10	14	PON1
PMC6247389	D07000	53	57	PON1
PMC6247389	D07001	18	22	PON1
PMC6247389	D07002	81	85	PON1
PMC6247389	I04000	114	118	PON1
PMC6247389	M05000	0	12	Arylesterase
PMC6247389	M06000	0	12	Arylesterase
PMC6247389	M07000	0	9	Lactonase
PMC6247389	M08000	0	7	Lp-PLA2
PMC6247389	M11000	26	38	arylesterase
PMC6247389	R01000	69	86	PON1-arylesterase
PMC6247389	R01001	44	56	arylesterase
PMC6247389	R01002	20	29	lactonase
PMC6247389	R02000	51	63	arylesterase
PMC6247389	R02001	54	66	arylesterase
PMC6247389	R03000	232	244	arylesterase
PMC6247389	R05000	54	58	PON1
PMC6247389	R05001	75	79	PON1
PMC6247389	R06000	102	114	arylesterase
PMC6247389	R06001	30	42	arylesterase
PMC6247389	R07000	66	83	PON1-arylesterase
PMC6251544	M06000	143	153	polymerase
PMC6256731	M06000	51	61	polymerase
PMC6276579	I01000	227	273	"nicotinamide adenine
dinucleotide synthetase 1"
PMC6293533	R09000	76	79	ALT
PMC6293533	R15000	119	122	ALT
PMC6293533	R18000	117	120	AST
PMC6296511	D03000	9	14	TRAP5
PMC6296511	D03001	0	5	TRAP5
PMC6298799	A00000	9	26	HMG-CoA reductase
PMC6314687	C01000	114	117	COX
PMC6316856	M02000	81	105	alanine aminotransferase
PMC6336684	D00000	148	156	PI4KIIIα
PMC6336684	D00001	66	74	PI4KIIIα
PMC6336684	D00002	60	68	PI4KIIIα
PMC6336684	D01000	6	36	phosphatidylinositol 4 kinases
PMC6336684	D02000	0	8	PI4KIIIα
PMC6336684	D02001	30	38	PI4KIIIα
PMC6336684	D02002	23	31	PI4KIIIα
PMC6336684	D02003	44	52	PI4KIIIα
PMC6336684	D02004	64	72	PI4KIIIα
PMC6336684	D03000	93	101	PI4KIIIα
PMC6336684	D03001	98	106	PI4KIIIα
PMC6336684	I01000	191	198	kinases
PMC6336684	I02000	71	79	PI4KIIIα
PMC6336684	M05000	9	30	PI4KIIIα lipid kinase
PMC6336684	M05001	5	11	kinase
PMC6336684	M09000	79	87	PI4KIIIα
PMC6336684	R01000	43	51	PI4KIIIα
PMC6336684	R01001	111	119	PI4KIIIα
PMC6336684	R01002	67	75	PI4KIIIα
PMC6336684	R01003	17	25	PI4KIIIα
PMC6336684	R01004	57	65	PI4KIIIα
PMC6336684	R01005	29	37	PI4KIIIα
PMC6336684	R01006	140	148	PI4KIIIα
PMC6336684	R01007	50	58	PI4KIIIα
PMC6336684	R01008	9	21	lipid kinase
PMC6336684	R01009	28	36	PI4KIIIα
PMC6336684	R01010	0	8	PI4KIIIα
PMC6336684	R01011	14	22	PI4KIIIα
PMC6336684	R01012	15	23	PI4KIIIα
PMC6336684	R01013	130	151	PI4KIIIα lipid kinase
PMC6336684	R01014	11	23	lipid kinase
PMC6336684	R02000	33	41	PI4KIIIα
PMC6336684	R03000	58	66	PI4KIIIα
PMC6336684	R03001	121	129	PI4KIIIα
PMC6336684	R03002	0	8	PI4KIIIα
PMC6336684	R04000	44	52	PI4KIIIα
PMC6336684	R05000	42	50	PI4KIIIα
PMC6336684	R05001	24	32	PI4KIIIα
PMC6336684	R05002	42	50	PI4KIIIα
PMC6345099	D12000	93	105	asparaginase
PMC6345099	D12001	109	125	aminotransferase
PMC6345099	D14000	166	201	3 beta-hydroxysteroid dehydrogenase
PMC6363070	I02000	211	225	RNA polymerase
PMC6403054	I01000	430	445	myeloperoxidase
PMC6489687	D06000	0	9	Aromatase
PMC6489687	D07000	161	202	mitogen-activated protein kinase kinase 4
PMC6498444	R09000	8	28	glycoside hydrolases
PMC6498444	R09001	40	60	glycoside hydrolases
PMC6499899	I02000	134	147	tryptophanase
PMC6503468	I02000	112	138	tryptophan 2,3-dioxygenase
PMC6507336	A00000	0	29	Pyruvate dehydrogenase kinase
PMC6507336	A00001	33	36	PDK
PMC6507336	A00002	26	29	PDK
PMC6507336	A00003	24	27	PDK
PMC6507336	D01000	26	29	PDK
PMC6507336	D01001	15	18	PDK
PMC6507336	D01002	3	6	PDK
PMC6507336	R01000	35	38	PDK
PMC6531881	D00000	90	104	DNA polymerase
PMC6531881	D01000	114	125	polymerases
PMC6531881	I02000	33	47	DNA polymerase
PMC6531881	I02001	187	201	DNA polymerase
PMC6531881	I02002	56	70	DNA polymerase
PMC6531881	I02003	131	146	DNA polymerases
PMC6531881	I02004	60	71	polymerases
PMC6531881	I02005	151	162	polymerases
PMC6531881	I03000	62	76	DNA polymerase
PMC6531881	M02000	19	34	DNA polymerases
PMC6531881	M03000	41	51	polymerase
PMC6531881	R04000	60	75	KAPA polymerase
PMC6531881	R05000	38	49	polymerases
PMC6541703	M01000	52	62	polymerase
PMC6544929	M02000	85	95	polymerase
PMC6562671	C00000	2	22	polysaccharide lyase
PMC6562671	C00001	139	144	lyase
PMC6562671	C00002	240	245	lyase
PMC6562671	D01000	10	24	alginate lyase
PMC6562671	D02000	19	33	alginate lyase
PMC6562671	M05000	36	41	lyase
PMC6562671	M07000	0	14	Alginate lyase
PMC6562671	M07001	150	155	lyase
PMC6562671	M10000	45	50	lyase
PMC6562671	M10001	28	42	alginate lyase
PMC6562671	M11000	0	14	Alginate lyase
PMC6562671	M12000	13	27	alginate lyase
PMC6562671	M15000	55	69	alginate lyase
PMC6562671	R00000	37	51	alginate lyase
PMC6562671	R02000	127	141	alginate lyase
PMC6562671	R02001	147	161	alginate lyase
PMC6562671	R03000	21	35	alginate lyase
PMC6562671	R05000	97	111	alginate lyase
PMC6562671	R06000	50	64	alginate lyase
PMC6571926	D03000	150	154	COMT
PMC6571926	D03001	42	46	COMT
PMC6585303	R13000	249	257	lysozyme
PMC6585303	R13001	181	189	protease
PMC6585303	R24000	267	275	protease
PMC6585303	R24001	170	178	nuclease
PMC6590206	M04000	231	245	DNA polymerase
PMC6627068	D00000	94	97	CBS
PMC6627068	D00001	47	50	CBS
PMC6627068	D00002	25	28	CBS
PMC6627068	D03000	33	36	CBS
PMC6627068	D03001	91	94	CBS
PMC6627068	D03002	6	9	CBS
PMC6627068	D03003	34	37	CBS
PMC6627068	D04000	99	102	CBS
PMC6627068	D06000	63	66	CBS
PMC6627068	D06001	282	285	CBS
PMC6627068	D07000	27	30	CBS
PMC6627068	D07001	42	45	CBS
PMC6627068	D11000	56	59	CBS
PMC6627068	D13000	103	106	CBS
PMC6627068	I01000	21	45	cystathionine β-synthase
PMC6627068	M10000	87	90	CBS
PMC6627068	R08000	125	128	CBS
PMC6627068	R10000	40	43	CBS
PMC6627068	R10001	28	31	CBS
PMC6627068	R12000	63	66	CBS
PMC6627068	R12001	35	38	CBS
PMC6627068	R13000	55	58	CBS
PMC6627068	R13001	61	64	CBS
PMC6627068	R13002	59	62	CBS
PMC6627068	R16000	0	3	CBS
PMC6627446	M06000	147	153	RNaseH
PMC6647192	I03000	190	208	carboxyl-esterases
PMC6683645	M03000	180	190	Polymerase
PMC6691966	M04000	68	83	β-glucuronidase
PMC6701140	I03000	127	147	acetylcholinesterase
PMC6708594	R04000	100	103	dCK
PMC6708594	R05000	27	51	ribonucleotide reductase
PMC6716427	I02000	59	72	lipoxygenases
PMC6731442	R06000	105	129	alanine aminotransferase
PMC6748593	R05000	114	141	sulfate adenylyltransferase
PMC6748593	R05001	32	59	sulfate adenylyltransferase
PMC6783185	I02000	365	389	glutathione peroxidase 1
PMC6789025	R10000	36	58	myo-inositol oxygenase
PMC6791832	M10000	4	8	AChE
PMC6791832	M11000	4	8	AChE
PMC6791832	M12000	6	11	BuChE
PMC6791832	M13000	48	52	AChE
PMC6791832	M13001	8	12	AChE
PMC6791832	R10000	168	172	AChE
PMC6803684	M04000	153	172	serum transaminases
PMC6815137	I01000	195	212	serine hydrolases
PMC6815137	R01000	112	128	serine hydrolase
PMC6815137	R04000	47	51	DPP4
PMC6815137	R04001	4	8	DPP4
PMC6815137	R04002	4	8	CTSL
PMC6827100	M02000	104	114	Polymerase
PMC6827100	M05000	105	119	DNA polymerase
PMC6835733	D02000	14	17	SDH
PMC6835733	D03000	126	140	dehydrogenases
PMC6835733	M11000	16	19	SDH
PMC6835733	R17000	58	61	SDH
PMC6860998	M04000	28	38	polymerase
PMC6875299	M05000	140	150	peroxidase
PMC6912393	M04000	0	10	Polymerase
PMC6918408	D03000	193	215	cysteamine dioxygenase
PMC6918408	D03001	64	89	hypotaurine dehydrogenase
PMC6993102	D01000	124	135	NO synthase
PMC6993102	D01001	129	132	NOS
PMC6993102	D01002	122	125	NOS
PMC6993102	D01003	10	13	NOS
PMC7005843	M05000	73	85	iron oxidase
PMC7005843	M12000	0	14	Heme oxygenase
PMC7005843	M12001	15	30	heme oxygenases
PMC7005843	M12002	0	15	Heme oxygenases
PMC7005843	M12003	10	24	heme oxygenase
PMC7005843	M14000	123	137	RNA-polymerase
PMC7005843	R05000	168	178	oxygenases
PMC7060658	D01000	81	84	BSH
PMC7060658	M01000	176	186	polymerase
PMC7060658	R06000	60	79	bile salt hydrolase
PMC7060658	R06001	109	112	BSH
PMC7060658	R06002	58	61	BSH
PMC7105058	I01000	85	95	polymerase
PMC7331577	M01000	76	102	aspartate Aminotransferase
PMC7331577	R00000	170	192	aspartate transaminase
PMC7344724	D00000	96	146	3-hydroxy-3-methylglutaryl-CoA (HMG-CoA) reductase
PMC7344724	D02000	176	209	5-demethoxyubiquinone hydroxylase
PMC7344724	I03000	91	142	3-hydroxy-3-methylglutaryl-CoA (HMG-Co A) reductase
PMC7344724	R05000	102	117	oxidoreductases
PMC7344724	R05001	0	14	Oxidoreductase
PMC7344724	R05002	9	23	oxidoreductase
PMC7344724	R05003	13	24	transferase
PMC7344724	R05004	71	83	kynureninase
PMC7344724	R05005	62	92	haloalkanoic acid dehalogenase
PMC7346861	D04000	13	26	C5 convertase
PMC7346861	M04000	316	340	gamma-glutamyl hydrolase
PMC7499026	D03000	63	65	PK
PMC7499026	M14000	84	87	Tal
PMC7506152	M03000	0	24	Alanine aminotransferase
PMC7506152	M04000	110	136	aspartate aminotransferase
PMC7542363	I03000	27	54	zinc metallo-endopeptidases
PMC7542363	I03001	26	57	metzincin or gluzincin protease
PMC7542363	I03002	0	19	Metzincin proteases
PMC7542363	R01000	16	30	glycoproteases
PMC7542363	R01001	40	53	glycoprotease
PMC7542363	R03000	24	38	glycoproteases
PMC7542363	R03001	13	27	glycoproteases
PMC7542363	R03002	24	37	glycoprotease
PMC7542363	R21000	91	105	glycoproteases
PMC7542363	R22000	81	90	proteases
PMC7542363	R22004	177	190	glycoprotease
PMC7677002	M22000	4	12	catalase
PMC7677002	M23000	4	7	SOD
PMC7677002	M26000	18	24	lipase
PMC7677002	M27000	111	119	protease
PMC7677002	R13000	60	68	catalase
PMC7677002	R13001	35	43	catalase
PMC7677002	R15000	31	37	lipase
PMC7677002	R15001	39	45	lipase
PMC7677002	R15002	15	21	lipase
PMC7805185	D04000	40	54	human protease
PMC7805185	D04001	22	30	protease
PMC7805185	R09000	17	51	3-hydroxybutyryl-CoA dehydrogenase
PMC7821334	A00000	0	28	Protein tyrosine phosphatase
PMC7821334	A04000	0	28	Protein tyrosine phosphatase
PMC7821334	I02000	10	38	protein tyrosine phosphatase
PMC7821334	M14000	0	28	Protein tyrosine phosphatase
PMC7928900	C00000	339	343	ACE2
PMC7928900	D01000	184	188	ACE2
PMC7928900	D01001	20	24	ACE2
PMC7928900	D02000	32	36	ACE2
PMC7928900	D02001	19	23	ACE2
PMC7928900	D02002	6	10	ACE2
PMC7928900	D03000	263	267	ACE2
PMC7928900	I02000	130	134	ACE2
PMC7928900	M00000	34	38	ACE2
PMC7928900	R00000	53	57	ACE2
PMC7928900	R00001	105	109	ACE2
PMC8021180	D13000	49	56	enolase
PMC8021180	R08000	95	135	glyceraldehyde-3-phosphate dehydrogenase
PMC8036917	D01000	144	148	JAK2
PMC8045895	A00000	0	13	Paraoxonase 1
PMC8045895	A00001	10	14	PON1
PMC8045895	A00002	0	4	PON1
PMC8045895	A00003	0	4	PON1
PMC8045895	A00004	4	8	PON1
PMC8045895	A00005	66	70	PON1
PMC8045895	A00006	47	56	lactonase
PMC8045895	A00007	41	45	PON1
PMC8045895	A00008	140	144	PON1
PMC8045895	A00009	92	96	PON1
PMC8045895	A00010	45	49	PON1
PMC8045895	A00011	72	76	PON1
PMC8045895	C00000	0	11	Paraoxonase
PMC8045895	C00001	0	9	Lactonase
PMC8045895	C01000	10	14	PON1
PMC8045895	C01001	136	140	PON1
PMC8045895	C01002	64	75	paraoxonase
PMC8045895	C02000	24	28	PON1
PMC8045895	C06000	28	32	PON1
PMC8045895	C07000	42	46	PON1
PMC8045895	C08000	73	77	PON1
PMC8045895	C09000	83	87	PON1
PMC8045895	I00000	70	83	paraoxonase 1
PMC8045895	I00001	66	70	PON1
PMC8045895	I01000	24	28	PON1
PMC8045895	I01001	225	229	PON1
PMC8045895	I02000	29	33	PON1
PMC8045895	I02001	157	161	PON1
PMC8045895	I03000	0	11	Paraoxonase
PMC8045895	I03001	66	70	PON1
PMC8045895	I03002	11	22	paraoxonase
PMC8045895	I03003	34	38	PON1
PMC8045895	I04000	23	34	paraoxonase
PMC8045895	I04001	42	46	PON1
PMC8045895	I04002	72	76	PON1
PMC8045895	I04003	105	114	lactonase
PMC8045895	I04004	65	74	lactonase
PMC8045895	I05000	109	118	lactonase
PMC8045895	I05001	3	7	PON1
PMC8045895	I05002	7	11	PON1
PMC8045895	I06000	24	28	PON1
PMC8045895	I07000	47	51	PON1
PMC8045895	M01000	55	59	PON1
PMC8045895	M01001	47	56	lactonase
PMC8045895	R02000	60	64	PON1
PMC8045895	R02001	46	50	PON1
PMC8045895	R02002	86	90	PON1
PMC8045895	R03000	180	184	PON1
PMC8045895	R06000	18	22	PON1
PMC8045895	R06001	89	93	PON1
PMC8045895	R08000	145	149	PON1
PMC8045895	R08001	39	48	lactonase
PMC8045895	R08002	106	115	lactonase
PMC8045895	R09000	25	29	PON1
PMC8045895	R11000	13	24	paraoxonase
PMC8045895	R11001	5	14	lactonase
PMC8045895	R11002	73	77	PON1
PMC8045895	R12000	126	130	PON1
PMC8045895	R12001	26	30	PON1
PMC8045895	R12002	52	56	PON1
PMC8045895	R13000	135	139	PON1
PMC8045895	R14000	33	37	PON1
PMC8045895	R14001	4	13	lactonase
PMC8045895	R15000	58	67	lactonase
PMC8045895	R15001	181	185	PON1
PMC8045895	R16000	35	39	PON1
PMC8045895	R16001	90	101	paraoxonase
PMC8045895	R17000	65	69	PON1
PMC8045895	R17001	32	36	PON1
PMC8045895	R17002	71	80	lactonase
PMC8045895	R19000	102	106	PON1
PMC8045895	R19001	115	119	PON1
PMC8045895	R19002	65	69	PON1
PMC8045895	R20000	53	57	PON1
PMC8045895	R20001	71	80	lactonase
PMC8045895	R21000	130	134	PON1
PMC8045895	R21001	29	38	lactonase
PMC8045895	R21002	46	55	lactonase
PMC8045895	R22000	29	33	PON1
PMC8045895	R22001	59	63	PON1
PMC8045895	R24000	61	65	PON1
PMC8045895	R24001	91	100	lactonase
PMC8045895	R25000	0	4	PON1
PMC8045895	R25001	108	112	PON1
PMC8045895	R25002	33	42	lactonase
PMC8045895	R25003	158	170	arylesterase
PMC8045895	R26000	98	107	lactonase
PMC8045895	R28000	0	4	PON1
PMC8045895	R29000	58	62	PON1
PMC8045895	R29001	78	82	PON1
PMC8045895	R32000	25	34	lactonase
PMC8045895	R32001	151	160	lactonase
PMC8045895	R32002	6	10	PON1
PMC8045895	R33000	104	108	PON1
PMC8045895	R33001	57	66	lactonase
PMC8045895	R33002	56	65	lactonase
PMC8045895	R34000	27	31	PON1
PMC8045895	R34001	180	189	lactonase
PMC8045895	R35000	4	8	PON1
PMC8045895	R36000	0	4	PON1
PMC8045895	R37000	50	59	lactonase
PMC8045895	R37001	97	101	PON1
PMC8045895	R38000	6	15	lactonase
PMC8045895	R39000	68	72	PON1
PMC8045895	R39001	71	80	lactonase
PMC8045895	R40000	50	59	lactonase
PMC8045895	R40001	115	124	lactonase
PMC8045895	R40002	58	67	lactonase
PMC8045895	R40003	0	4	PON1
PMC8045895	R41000	57	61	PON1
PMC8045895	R41001	86	90	PON1
PMC8045895	R42000	26	30	PON1
PMC8045895	R43000	96	105	lactonase
PMC8045895	R45000	4	13	lactonase
PMC8045895	R45001	24	33	lactonase
PMC8045895	R45002	40	51	paraoxonase
PMC8045895	R48000	0	4	PON1
PMC8045895	R48001	25	34	lactonase
PMC8045895	R49000	66	70	PON1
PMC8045895	R50000	29	33	PON1
PMC8045895	R50001	32	44	arylesterase
PMC8045895	R51000	27	36	lactonase
PMC8045895	R51001	47	62	myeloperoxidase
PMC8045895	R51002	0	3	MPO
PMC8045895	R52000	26	30	PON1
PMC8045895	R52001	0	9	Lactonase
PMC8045895	R52002	34	38	PON1
PMC8045895	R53000	31	35	PON1
PMC8045895	R53001	144	148	PON1
PMC8045895	R54000	34	38	PON1
PMC8045895	R54001	59	68	lactonase
PMC8045895	R54002	71	80	lactonase
PMC8045895	R54003	83	87	PON1
PMC8045895	R55000	51	60	lactonase
PMC8045895	R57000	38	50	arylesterase
PMC8045895	R57001	41	45	PON1
PMC8045895	R59000	35	39	PON1
PMC8045895	R60000	0	4	PON1
PMC8050915	D02000	26	29	ALT
PMC8050915	R01000	132	136	γ-GT
PMC8125016	C00000	20	24	HDAC
PMC8125016	D06000	248	257	nucleases
PMC8125016	I02000	56	82	histone acetyltransferases
PMC8125016	R06000	113	144	sphingosine-1-phosphate lyase 1
PMC8125016	R13000	87	105	NIK related kinase
PMC8125016	R16000	112	118	kinase
PMC8125016	R17000	12	27	protein kinases
PMC8125016	R18000	0	4	CDK2
PMC8125016	R18001	9	16	kinases
PMC8125016	R18002	219	236	activated kinases
PMC8125016	R18003	12	18	CDK1/2
PMC8125016	R19000	45	51	kinase
PMC8125016	R19001	27	34	kinases
PMC8125016	R31000	12	27	protein kinases
PMC8125016	R31001	76	81	PRKCD
PMC8125016	R31002	96	125	AKT serine/threonine kinase 1
PMC8125016	R32000	335	341	GTPase
PMC8125016	R34000	556	589	dyskerin pseudouridine synthase 1
PMC8125016	R36000	16	22	kinase
PMC8125016	R36001	20	26	kinase
PMC8125016	R37000	197	203	GTPase
PMC8396559	D05000	42	60	alpha-1 proteinase
PMC8396559	D13000	110	125	serine protease
PMC8396559	D15000	0	25	Nonsecretory ribonuclease
PMC8396559	R02000	57	97	lipocalin-type prostaglandin D2 synthase
PMC92614	M04000	28	46	Taq DNA polymerase
PMC92614	M04001	175	189	Taq polymerase
PMC92614	M04002	101	115	Taq polymerase
PMC92614	M05000	56	77	Reverse Transcriptase
PMC92614	M05001	172	186	DNA polymerase
